CODE	TYPE	NOM	URL.	DESC.
ME5SDS-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SDS-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SEA	master	Électronique, énergie électrique, automatique	http://formations.univ-amu.fr/ME5SEA.html	Le master « Électronique, Énergie Électrique et Automatique » est conçu pour former des spécialistes de haut niveau dans un domaine pluridisciplinaire nécessitant des compétences en électronique, en électrotechnique, en informatique industrielle et en Automatique. Il permet aux futurs diplômés de maîtriser des compétences sur la conception, la conduite, la surveillance et la maintenance des systèmes complexes. Ce master vise la formation professionnelle et la formation pour la recherche. Il est organisé en trois parcours : « Automatique », « Génie électrique » et « Systèmes en EEA ». En outre, ce master est ouvert à l’alternance.
ME5SEA-PRSEA5AA	master	Parcours type : Automatique	http://formations.univ-amu.fr/ME5SEA-PRSEA5AA.html	La première partie de la formation est commune et est constituée d’unités d’enseignement sur les concepts de base du domaine de l’EEA. La deuxième partie est dédiée à la spécialisation. Il s’agit de maîtriser les méthodologies de régulation et d’asservissement des procédés ainsi que de leur surveillance à travers des techniques du diagnostic. Les approches explorées sont fondées sur l’utilisation des méthodes avancées de l’automatique.
ME5SEA-PRSEA5AB	master	Parcours type : Génie électrique	http://formations.univ-amu.fr/ME5SEA-PRSEA5AB.html	Le parcours est dédié à la formation aux métiers liés à l’électricité et à ses applications : électrotechnique et réseaux électriques. Plus précisément, le parcours est conçu pour permettre aux futurs diplômés de développer des aptitudes pour le dimensionnement, la conception et la mise en œuvre des composants électriques (machines électriques, convertisseurs, etc.) et des systèmes (à courants faibles ou à haute tension) y compris les procédés à base d’énergie renouvelable et les réseaux intelligents.
ME5SEA-PRSEA5AC	master	Parcours type : Systèmes en électronique, électrotechnique et automatique (EEA)	http://formations.univ-amu.fr/ME5SEA-PRSEA5AC.html	Le parcours est conçu pour permettre aux futurs diplômés de développer des aptitudes d’analyse et une vision systémique des problématiques posées dans le domaine du EEA (contrôle, commande, pronostic, etc.), en se basant sur des connaissances approfondies essentiellement en automatique et en énergie électrique. La première partie de la formation est commune et est constituée d’unités d’enseignement sur les concepts de base du domaine de l’EEA. La deuxième partie est dédiée à la spécialisation. Le but est de maîtriser les méthodologies de modélisation, simulation, diagnostic/pronostic et de commande des systèmes complexes. Les approches enseignées sont fondées sur l’analyse des données, sur les modèles dynamiques continus ou sur les systèmes à événement discret.
ME5SEA-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SEA-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SGB	master	Génie des procédés et des bio-procédés	http://formations.univ-amu.fr/ME5SGB.html	La mention Génie des Procédés et des Bioprocédés a pour objectif de former des cadres supérieurs pouvant intervenir dans l’ensemble des domaines concernant les procédés de transformation de la matière et l’énergie, que ce soit au niveau de la conception, de la recherche et développement ou de la production. En deuxième année, un choix d’options permet de s’orienter vers une spécialisation du génie des procédés appliqué au traitement des effluents ou vers le domaine du nucléaire. Les diplômés s’orientent vers des métiers d’Ingénieur, allant de la production à la recherche et développement, ou dans le secteur de la recherche publique. La formation du Master permet aux étudiants non seulement d’accéder aux secteurs classiques d’application du Génie des Procédés (pétrochimie, cosmétique, chimie fine…) et aussi aux secteurs liés aux déchets, développement durable et environnement (stations d’épuration, démantèlement nucléaire….).
ME5SGB-PRSGB5AA	master	Parcours type : Génie des procédés	http://formations.univ-amu.fr/ME5SGB-PRSGB5AA.html	La mention Génie des Procédés et des Bioprocédés a pour objectif de former des cadres supérieurs pouvant intervenir dans l’ensemble des domaines concernant les procédés de transformation de la matière et l’énergie, que ce soit au niveau de la conception, de la recherche et développement ou de la production. En deuxième année, un choix d’options permet de s’orienter vers une spécialisation du génie des procédés appliqué au traitement des effluents ou vers le domaine du nucléaire. Les diplômés s’orientent vers des métiers d’Ingénieur, allant de la production à la recherche et développement, ou dans le secteur de la recherche publique. La formation du Master permet aux étudiants non seulement d’accéder aux secteurs classiques d’application du Génie des Procédés (pétrochimie, cosmétique, chimie fine…) et aussi aux secteurs liés aux déchets, développement durable et environnement (stations d’épuration, démantèlement nucléaire….).
ME5SGB-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SGB-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SGS	master	Bio-géosciences	http://formations.univ-amu.fr/ME5SGS.html	La mention Biogéosciences dispense aux étudiants un enseignement à la fois synthétique et pointu sur l’ensemble des champs disciplinaires des biosciences et des géosciences. Elle permet aux étudiants d’acquérir les connaissances et compétences spécifiques à l’exercice du métier d’enseignant agrégé dans le secondaire ou du supérieur. Cette mention est ainsi destinée à préparer les étudiants aux concours de recrutement des personnels d’enseignement secondaire (CAPES et agrégation) en SVT.
ME5SGS-PRSGS5AA	master	'Parcours type : Préparation à l''agrégation SV-STU'	http://formations.univ-amu.fr/ME5SGS-PRSGS5AA.html	Le parcours Agrégation SV-STU dispense à la fois les connaissances du programme national du concours de l’agrégation de SV-STU couvrant ainsi l’ensemble des disciplines des sciences de la vie (secteur A et B) que des sciences de la terre et de l’univers (secteur C), et les compétences méthodologiques des différents formats du concours : écrits de synthèse, travaux pratiques et oraux de spécialité.
ME5SGS-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SGS-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SIM	master	Information et médiation scientifique et technique	http://formations.univ-amu.fr/ME5SIM.html	Le master IMST permet à des étudiants scientifiques de s’orienter vers les métiers de la gestion et de la transmission de l’information scientifique et technique. Les professionnels ainsi formés au sein du master IMST collectent de l’information spécialisée, la traitent, la mettent en forme pour correspondre aux exigences de leur public cible. Les publics cibles de cette action et les destinataires de l’information traitée sont de deux grands types : citoyens, acteurs de l’environnement, collectivités territoriales, bureaux d’études, laboratoires publics et privés, pour le parcours Information scientifique et Médiation en environnements (ISME) ; décideurs, chefs de projets R&D, chefs de produits, pour le parcours Veille Technologique et Innovation (VTI) Le parcours ISME est délivré en enseignement présentiel. Le parcours VTI est délivré en enseignement à distance via la plateforme d’EAD de l’Université.
ME5SIM-PRSIM5AA	master	Parcours-type : Veille technologique et innovation (VTI)	http://formations.univ-amu.fr/ME5SIM-PRSIM5AA.html	'L’objectif du parcours Veille technologique et innovation (VTI) est de former des cadres spécialisés dans le management de l’information stratégique pour l’entreprise, par des démarches de veille technologique. Le diplômé du parcours VTI a pour mission d’évaluer, concevoir, mettre en œuvre et réguler les dispositifs de veille adaptés à l’organisation pour soutenir et accompagner l’innovation et le projet stratégique de l’entreprise. Il cherche à pérenniser ainsi les positions concurrentielles de l’entreprise et contribue également à l''ouverture de l’entreprise sur son environnement local et régional, national, européen et international. Le diplômé du parcours VTI exerce des fonctions de chargé de veille technologique, d’analyste de l’information scientifique et technique, d’animateur Veille, voire de responsable du service de veille ou encore chargé de veille brevet. Ces postes existent tout autant dans un cabinet de conseil spécialisé, dans un service de veille d’une administration que dans une grande entreprise.'
ME5SIM-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SIM-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SIN	master	Informatique	http://formations.univ-amu.fr/ME5SIN.html	'Le master Informatique a pour vocation la formation de professionnels de l''informatique au niveau bac+5. L''objectif est d''offrir aux étudiants un large spectre de compétences et de savoirs afin de rendre accessibles des emplois de haut niveau dans le monde de l''entreprise, ainsi que dans celui de la recherche, ou dans d''autres organisations. La mention informatique offre une palette de six parcours adaptés à plusieurs secteurs de l''informatique. Les diplômés auront donc accès à une grande diversité de métiers et de carrières.'
ME5SIN-PRSIN5AA	master	Parcours type : Fiabilité et sécurité informatique (FSI)	http://formations.univ-amu.fr/ME5SIN-PRSIN5AA.html	La formation permet d’acquérir les principes et techniques liés à la conception, l’implémentation, l’exploitation de systèmes et applications informatiques sûrs dans un environnement ouvert et hétérogène. Les métiers visés sont ceux du large champ de la sécurité informatique (applications sécurisées, management de la sécurité, administration d’infrastructures, normes et qualité, audit de sécurité, R&D) . La formation apporte des compétences fortes en sécurité et fiabilité des applications (web, mobiles, embarquées), en sécurité organisationnelle, en sécurité des réseaux, en hacking éthique, en protocoles et architectures cryptographiques, en méthodes formelles. L’accent est mis sur le travail en équipe, sur des projets concrets, bénéficiant de l’apport des professionnels intervenant dans la formation. Le parcours est labellisé SecNumEdu L’objectif de cette labellisation est d’apporter une assurance qualité aux étudiants et employeurs qu’une formation dans le domaine de la sécurité du numérique répond à une charte et des critères définis par l’ ANSSI en collaboration avec les acteurs et professionnels du domaine (établissements d’enseignement supérieur, industriels…). Métiers visés  : Ingénieur R&D, Chargé de veille ou de recherche, Enseignant-chercheur ou chercheur Chef de projet Ingénieur études et développement Consultant technique ou fonctionnel Responsable de la sécurité des SI Responsable qualité Ingénieur test et validation
ME5SIN-PRSIN5AB	master	Parcours type : Ingénierie du logiciel et des données (ILD)	http://formations.univ-amu.fr/ME5SIN-PRSIN5AB.html	'L’objectif de ce parcours est de former des informaticiens qui soient capables à la fois de travailler sur les problématiques du développement logiciel (spécification, conception, réalisation, qualité, tests, plateforme JEE et WEB) et sur les problématiques de la modélisation et du traitement de données (administration, stockage, intégration, visualisation, analyse). Après un tronc-commun couvrant les deux aspects, l’étudiant pourra, au travers d’options, approfondir ses connaissances sur le traitement des données (informatique décisionnelle, techniques liées au Big Data, architectures orientées données) et sur le développement (architectures logicielles et de services distribués, cloud computing, mobile, Internet des objets). Les diplômés réaliseront des solutions logicielles avancées dans des environnements complexes et des domaines variés pour aider les entreprises à valoriser leurs données, prendre des décisions et faciliter leur évolution vers une économie dirigée par le numérique. Ils pourront également s''orienter vers les métiers de la recherche dans les thèmes liés au parcours. Métiers visés  : Ingénieur R&D Chargé de veille ou de recherche, Enseignant-chercheur ou chercheur Chef de projet Ingénieur études et développement Consultant technique ou fonctionnel Ingénieur test et validation « Data scientist » ou « Data analyst » Administrateur de bases de données Ingénieur intégration'
ME5SIN-PRSIN5AC	master	Parcours type : Intelligence artificielle et apprentissage automatique (IAAA)	http://formations.univ-amu.fr/ME5SIN-PRSIN5AC.html	'Le parcours IAAA introduit les avancées les plus récentes en intelligence artificielle et forme à l''exploitation des méthodes et techniques associées dans des applications innovantes. Les thèmes abordés sont l''apprentissage automatique, l’apprentissage profond, le traitement automatique du langage naturel, la modélisation et de la résolution de problèmes à base de contraintes, et la représentation et le traitement des connaissances. Ces thèmes s’inscrivent notamment dans le cadre de la science des données et de l’informatique fondamentale. Le parcours IAAA partage des unités d''enseignement avec le master data science de la mention mathématiques appliquées, avec l’option Science des Données de l’École Centrale Marseille, et avec le master sciences cognitives de l''institut convergence ILCB sur les aspects apprentissage à la confluence des thèmes cerveau et ordinateur, et donnera lieu à des projets communs avec des étudiants sur l''ensemble des disciplines de l’institut. Le parcours IAAA est fortement orienté « recherche » et « recherche et développement » avec de forts débouchés en thèse, permettant aussi d''intégrer directement une entreprise au sein de projets qui développent des applications mettant en jeu des technologies à base d''IA. Ce parcours sera tourné vers l’international par le biais notamment du recrutement d''étudiants étrangers via l’Ecole Centrale Marseille. Métiers visés  : Ingénieur R&D Chargé de veille ou de recherche, Enseignant-chercheur ou chercheur Chef de projet Ingénieur études et développement « Data scientist » ou « Data analyst »'
ME5SIN-PRSIN5AD	master	Parcours type : Informatique et mathématiques discrètes (IMD)	http://formations.univ-amu.fr/ME5SIN-PRSIN5AD.html	Ce parcours vise à former des étudiants capables de raisonner à l’aide des formalismes suivants : algorithmique, logique, automates et autres modèles de calcul. Ils devront acquérir une expertise avancée sur ces domaines et être en mesure de les utiliser pour modéliser de manière rigoureuse un problème informatique à résoudre. Ce parcours s’adresse principalement aux étudiants souhaitant réaliser une thèse en informatique, celle-ci pouvant se dérouler dans le milieu académique ou au sein d’une entreprise (thèse CIFRE). Il forme les étudiants aux sujets actuels de la recherche en informatique, en s’appuyant sur les équipes de recherche en informatique d’Aix-Marseille Université. Métiers visés  : Ingénieur R&D Chargé de veille ou de recherche Enseignant-chercheur ou chercheur
ME5SIN-PRSIN5AE	master	Parcours type : Computational and mathematical biology (CMB)	http://formations.univ-amu.fr/ME5SIN-PRSIN5AE.html	'CE PARCOURS EST DÉFINITIVEMENT FERMÉ DEPUIS LA RENTRÉE 2019-2020 . CMB est un parcours orienté vers l''analyse et la modélisation des systèmes biologiques complexes, et ouvert à l''international à travers la graduate school du Centre Turing des systèmes vivants ( CENTURI ). Ce parcours est commun aux Masters d’informatique, de mathématiques et de biologie, et vise à réunir des étudiants d''horizons divers à fort potentiel et à profiter des synergies interdisciplinaires afin de les former à ce domaine scientifique de pointe en plein essor. CMB propose ainsi une formation par et pour la recherche, avec de forts débouchés en thèse de doctorat, mais également dans les nombreuses entreprises du domaine ayant une politique marquée vers la R&D. Au sein du Master Informatique, la formation mettra l''accent sur l''informatique théorique, afin que les étudiants en maîtrisent des concepts poussés essentiels à la modélisation de phénomènes naturels (modèles de calcul, complexité, systèmes dynamiques), en veillant à développer leurs compétences en mathématiques et en biologie.'
ME5SIN-PRSIN5AF	master	Parcours type : Géométrie et informatique graphique (GIG)	http://formations.univ-amu.fr/ME5SIN-PRSIN5AF.html	'Le parcours GIG s’articule autour de la modélisation 3D, de l’informatique graphique et de la géométrie appliquée. Les objectifs pédagogiques ont autant une orientation « professionnelle » que « recherche » : le modèle géométrique étant au cœur des problématiques, il s’agit de travailler sur les méthodes de génération automatique d’objets 3D et sur les algorithmes de traitement de la géométrie dans les contextes de la conception assistée par ordinateur, du rendu, de l’animation, de la réalité virtuelle et augmentée et de l’industrie du jeu vidéo. Métiers visés  : Développeur et concepteur d''applications graphiques et de modélisation géométrique Ingénieur R&D ou chef de projet Chargé de veille ou de recherche, Enseignant-chercheur ou chercheur Concepteur d’applications graphiques, de jeux vidéo et de réalité virtuelle Ingénieur études et développement'
ME5SMA	master	Mathématiques et applications	http://formations.univ-amu.fr/ME5SMA.html	'Le master Mathématiques et Applications a l''ambition de proposer une formation de très haut niveau en formant à la compréhension, l''utilisation, la communication et la recherche en mathématiques, tant fondamentales qu''appliquées. La formation s''appuie sur l''excellence et la diversité des enseignants-chercheurs appartenant principalement à l'' Institut de Mathématiques de Marseille (I2M) rattaché à l’ université d’Aix-Marseille (AMU) , au CNRS et à l''École Centrale de Marseille et à d''autres laboratoires de l''université, notamment d''informatique. Sa palette de parcours offre des possibilités de carrière dans un large éventail de secteurs où les mathématiques sont présentes : enseignement secondaire (agrégation), enseignement supérieur et recherche académique, métiers de l''ingénierie de pointe en mathématique dans les principaux secteurs du privé (informatique, énergie, transport, télécommunications, banques, assurances, santé, etc…).'
ME5SMA-PRSMA5AA	master	'Parcours type : Préparation à l''agrégation de mathématiques'	http://formations.univ-amu.fr/ME5SMA-PRSMA5AA.html	'Ce M2 est articulé autour de deux axes : d''une part un enseignement de fond pour réviser et approfondir les notions mathématique des 4 premières années de formation en mathématique, d''autre part un entraînement aux épreuves spécifiques du concours, aussi bien les épreuves écrites que les épreuves orales et de modélisation. Le diplôme délivré prouve la capacité des étudiants à communiquer de façon pédagogique des mathématiques de niveau élémentaire à supérieur.'
ME5SMA-PRSMA5AB	master	Parcours type : Didactique des mathématiques	http://formations.univ-amu.fr/ME5SMA-PRSMA5AB.html	Ce parcours est consacré à la formation à la recherche en didactique des mathématiques, à destination des étudiants qui veulent s’initier à la recherche en ce domaine, mais aussi à destination des formateurs et enseignants de mathématiques désireux de se familiariser avec les problématiques, les concepts et les méthodes de la recherche en didactique des mathématiques. Ce parcours s’insère notamment dans une perspective de formation continue des enseignants et des cadres de l’administration scolaire. Il propose d’approfondir et d’actualiser des connaissances mathématiques et didactiques, de pouvoir se familiariser avec de nouvelles manières de repenser l’enseignement des mathématiques, ou encore de constituer un vivier de formateurs.
ME5SMA-PRSMA5AC	master	Parcours type : Mathématiques fondamentales	http://formations.univ-amu.fr/ME5SMA-PRSMA5AC.html	'Le Master 2 MF offre un enseignement de haut niveau en mathématiques, visant à initier au monde de la recherche. Ce parcours complète la formation en mathématiques en vue de conduire l’étudiant vers des études doctorales, tout en préservant les possibilités d’une réorientation vers les métiers de l’enseignement et vers l’entreprise. Elle est organisée sur Marseille autour d''une spécialité, changeant chaque année, dont les grandes orientations de la recherche actuelle seront présentées aux étudiants. L''objectif est de permettre, au terme de la formation, de comprendre les questions fondamentales de cette spécialité, ainsi que sa position au sein des autres domaines des mathématiques. Tout au long de l''année, un séminaire est organisé afin de permettre aux étudiants, non seulement de s''ouvrir à d''autres thématiques plus ou moins proches de la spécialité de l''année en cours, mais aussi de s''initier aux divers aspects de la recherche et au travail en équipe.'
ME5SMA-PRSMA5AD	master	Parcours type : Mathématiques appliquées, calcul scientifique, équations aux dérivées partielles, probabilités, statistiques	http://formations.univ-amu.fr/ME5SMA-PRSMA5AD.html	'Le parcours Mathématiques appliquées CEPS offre une formation généraliste en mathématiques appliquées avec des cours en EDP, calcul scientifique, probabilités et statistique tout en soulignant les interactions entre les aspects théoriques, numériques et appliqués d''une part et les concepts et méthodes déterministes et aléatoires d''autre part. Ce parcours très modulable permet à chaque étudiant d''orienter sa formation selon ses préférences autour de l''un des quatre profils types suivants : EDP (aspects théoriques, numériques et appliqués) Probabilités et statistique (aspects théoriques, numériques et appliqués) Théorie des EDP, des probabilités et de la statistique. Méthodes numériques déterministes et aléatoires, statistique appliquée La recherche occupe une part centrale dans cette formation également tournée vers les entreprises. Les diplômés de ce parcours sont donc destinés à poursuivre leurs études en thèse de doctorat ou à occuper des postes de niveau ingénieur.'
ME5SMA-PRSMA5AE	master	Parcours type : Informatique et mathématiques discrètes (IMD)	http://formations.univ-amu.fr/ME5SMA-PRSMA5AE.html	'Le parcours IMD s''adresse aux étudiants titulaires d''un M1 d''informatique ou de mathématiques. Il vise à donner une formation de haut niveau fondée sur les interactions entre mathématiques et informatique, notamment dans les domaines de la logique, l''algorithmique, la combinatoire et la théorie des graphes, les méthodes formelles, la théorie des langages de programmation, la cryptographie… Il offre de très nombreux débouchés, vers une poursuite d''étude en doctorat, les carrières de l''enseignement via sans doute une année supplémentaire de préparation agrégation (pour laquelle l''option D informatique sera particulièrement appropriée), les métiers de l''ingéniérie, notamment en génie logiciel, sécurité informatique, modélisation,…'
ME5SMA-PRSMA5AF	master	Parcours type : Computational and mathematical biology (CMB)	http://formations.univ-amu.fr/ME5SMA-PRSMA5AF.html	'CMB est un parcours orienté vers l''analyse et la modélisation des systèmes biologiques complexes, et ouvert à l''international à travers la graduate school du Centre Turing des systèmes vivants ( CENTURI ). Ce parcours est commun aux Masters de mathématiques et de biologie, et vise à réunir des étudiants d''horizons divers à fort potentiel et à profiter des synergies interdisciplinaires afin de les former à ce domaine scientifique de pointe en plein essor. CMB propose ainsi une formation par et pour la recherche, avec de forts débouchés en thèse de doctorat, mais également dans les nombreuses entreprises du domaine ayant une politique marquée vers la R&D. Au sein des Master de mathématiques (Mathématiques et applications ou Mathématiques appliquées et statistiques), la formation mettra l''accent sur les principaux outils de modélisation (modèles déterministes ou stochastiques, systèmes dynamiques) et sur les principaux outils de statistiques permettant l’interprétation des données biologiques (tests statistiques, estimation parametrique), en veillant à développer leurs compétences en informatiques et en biologie.'
ME5SMA-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SMA-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SMC	master	Génie mécanique	http://formations.univ-amu.fr/ME5SMC.html	Le master offre une formation pluridisciplinaire complète permettant aux diplômés d’intégrer des projets de développement de systèmes mécaniques pluri-technologiques de la définition du besoin jusqu’à la fabrication de prototypes et la validation expérimentale des performances attendues. Les enseignements pratiques contiennent l’apprentissage de logiciels d’aide à la conception intégrés dans la plateforme 3DExperience largement utilisée dans l’industrie (Boeing et Airbus par exemple). Tout au long de la formation les connaissances sont appliquées au travers de projets réalisés sur du matériel industriel de grande qualité (Plateforme Composites Marseille et Fablab PI2). Un exemple de projet réalisé par des étudiants de seconde année est montré à l’adresse suivante : https://youtu.be/phQpZtMjyqo . Le master bénéficie d’une situation privilégiée sur le site de Château Gombert qui permet un contact direct avec les enseignants-chercheurs du laboratoire de Mécanique et d’Acoustique, fortement impliqués dans la formation. Cet environnement est très propice à la transmission des savoirs issus de la recherche et à l’insertion professionnelle des futurs diplômés, et procure une visibilité et une ouverture à l’international.
ME5SMC-PRSMC5AA	master	Parcours type : Conception de structures composites	http://formations.univ-amu.fr/ME5SMC-PRSMC5AA.html	La formation se propose de donner les compétences nécessaires à un professionnel pour assurer des activités dans le domaine de la conception de structures composites, du bureau d’étude en passant par les méthodes jusqu’à la fabrication des pièces composites, pour ce faire : Il réalise les études techniques (choix de solutions technologiques, dimensionnement, calcul éléments finis, Conception (CAO) et Fabrication (FAO), instrumentation) nécessaires à la conception ou à l’amélioration de pièces composites Il contribue au développement de nouveaux produits et procédés de fabrication Il assure le conseil et l’assistance technique des clients Il assure la direction et la gestion d’études en recherche et développement Ils s’insèrent essentiellement dans l’industrie mécanique ou en recherche et développement dans les secteurs des transports, de l’énergie, de l’aéronautique, du sport et dans la réalisation des produits manufacturés en général. Les diplômés s’insèrent essentiellement en Région PACA, Rhône Alpes et Grand Ouest. Ils sont embauchés à plus de 80 % en CDI 6 mois après le diplôme à un salaire moyen de 32k€. Un certain nombre d’entre eux peuvent poursuivre en thèse sur des sujets touchant à à la conception de structures composites avec des entreprises de l’aéronautique par exemple.
ME5SMC-PRSMC5AB	master	Parcours type : Conception de systèmes mécaniques	http://formations.univ-amu.fr/ME5SMC-PRSMC5AB.html	La formation se propose de donner les compétences nécessaires à un professionnel pour assurer des activités dans le domaine de la conception mécanique de systèmes complexes, du bureau d’étude en passant par les méthodes jusqu’à la fabrication des pièces composants le système, pour ce faire : Il réalise les études techniques (choix de solutions technologiques, dimensionnement, calcul éléments finis, Conception (CAO) et Fabrication (FAO), instrumentation) nécessaires à la conception ou à l’amélioration de produits ou procédés de fabrication Il contribue au développement de nouveaux produits et procédés de fabrication Il assure le conseil et l’assistance technique des clients Il assure la direction et la gestion d’études en recherche et développement Ils s’insèrent essentiellement dans l’industrie mécanique ou en recherche et développement dans les secteurs des transports, de l’énergie, de l’aéronautique, du sport et dans la réalisation des produits manufacturés en général ou l’enseignement.
